Profile,Group,Generation,Mean Fitness,Std Fitness
DM2 + Hipertensi + Hiperkolesterolemia,Triple,39,12176.34,3455.6
DM2 + Hipertensi + Hiperkolesterolemia,Triple,40,12092.35,3532.95
DM2 + Hipertensi + Hiperkolesterolemia,Triple,41,12010.87,3530.75
DM2 + Hipertensi + Hiperkolesterolemia,Triple,42,11642.55,3422.04
DM2 + Hipertensi + Hiperkolesterolemia,Triple,43,11633.12,3429.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,44,11633.12,3429.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,45,11633.12,3429.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,46,11612.54,3426.55
DM2 + Hipertensi + Hiperkolesterolemia,Triple,47,11559.93,3440.32
DM2 + Hipertensi + Hiperkolesterolemia,Triple,48,11350.94,3339.06
DM2 + Hipertensi + Hiperkolesterolemia,Triple,49,11276.02,3390.63
DM2 + Hipertensi + Hiperkolesterolemia,Triple,50,11276.02,3390.63
DM2 + Hipertensi + Hiperkolesterolemia,Triple,51,11062.45,3439.87
DM2 + Hipertensi + Hiperkolesterolemia,Triple,52,10990.7,3342.99
DM2 + Hipertensi + Hiperkolesterolemia,Triple,53,10683.32,3236.56
DM2 + Hipertensi + Hiperkolesterolemia,Triple,54,10683.32,3236.56
DM2 + Hipertensi + Hiperkolesterolemia,Triple,55,10556.92,3233.64
DM2 + Hipertensi + Hiperkolesterolemia,Triple,56,10364.17,3224.45
DM2 + Hipertensi + Hiperkolesterolemia,Triple,57,10314.96,3120.66
DM2 + Hipertensi + Hiperkolesterolemia,Triple,58,10307.75,3116.45
DM2 + Hipertensi + Hiperkolesterolemia,Triple,59,10291.12,3116.76
DM2 + Hipertensi + Hiperkolesterolemia,Triple,60,10253.92,3139.34
DM2 + Hipertensi + Hiperkolesterolemia,Triple,61,10252.01,3141.31
DM2 + Hipertensi + Hiperkolesterolemia,Triple,62,10132.18,3179.85
DM2 + Hipertensi + Hiperkolesterolemia,Triple,63,10132.18,3179.85
DM2 + Hipertensi + Hiperkolesterolemia,Triple,64,10132.18,3179.85
DM2 + Hipertensi + Hiperkolesterolemia,Triple,65,10121.34,3180.8
DM2 + Hipertensi + Hiperkolesterolemia,Triple,66,9801.27,3117.68
DM2 + Hipertensi + Hiperkolesterolemia,Triple,67,9799.83,3117.8
DM2 + Hipertensi + Hiperkolesterolemia,Triple,68,9799.83,3117.8
DM2 + Hipertensi + Hiperkolesterolemia,Triple,69,9780.02,3116.17
DM2 + Hipertensi + Hiperkolesterolemia,Triple,70,9725.63,3129.36
DM2 + Hipertensi + Hiperkolesterolemia,Triple,71,9700.64,3158.15
DM2 + Hipertensi + Hiperkolesterolemia,Triple,72,9587.84,3200.87
DM2 + Hipertensi + Hiperkolesterolemia,Triple,73,9587.84,3200.87
DM2 + Hipertensi + Hiperkolesterolemia,Triple,74,9481.64,3098.9
DM2 + Hipertensi + Hiperkolesterolemia,Triple,75,9481.64,3098.9
DM2 + Hipertensi + Hiperkolesterolemia,Triple,76,9458.09,3126.29
DM2 + Hipertensi + Hiperkolesterolemia,Triple,77,9425.3,3144.38
DM2 + Hipertensi + Hiperkolesterolemia,Triple,78,9292.44,2868.58
DM2 + Hipertensi + Hiperkolesterolemia,Triple,79,9059.2,2694.43
DM2 + Hipertensi + Hiperkolesterolemia,Triple,80,9052.32,2683.63
DM2 + Hipertensi + Hiperkolesterolemia,Triple,81,9025.67,2702.7
DM2 + Hipertensi + Hiperkolesterolemia,Triple,82,9025.67,2702.7
DM2 + Hipertensi + Hiperkolesterolemia,Triple,83,9013.66,2714.68
DM2 + Hipertensi + Hiperkolesterolemia,Triple,84,8883.15,2728.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,85,8883.15,2728.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,86,8883.15,2728.73
DM2 + Hipertensi + Hiperkolesterolemia,Triple,87,8872.54,2709.69
DM2 + Hipertensi + Hiperkolesterolemia,Triple,88,8872.54,2709.69
DM2 + Hipertensi + Hiperkolesterolemia,Triple,89,8846.9,2664.65
DM2 + Hipertensi + Hiperkolesterolemia,Triple,90,8828.07,2683.47
DM2 + Hipertensi + CKD,Triple,1,85964.85,8623.02
DM2 + Hipertensi + CKD,Triple,2,72046.74,5788.15
DM2 + Hipertensi + CKD,Triple,3,66227.3,3981.27
DM2 + Hipertensi + CKD,Triple,4,59327.63,5741.1
DM2 + Hipertensi + CKD,Triple,5,54110.41,5366.88
DM2 + Hipertensi + CKD,Triple,6,49312.81,6948.85
DM2 + Hipertensi + CKD,Triple,7,46654.08,7337.44
DM2 + Hipertensi + CKD,Triple,8,43673.45,6331.66
DM2 + Hipertensi + CKD,Triple,9,41777.63,6794.94
DM2 + Hipertensi + CKD,Triple,10,39618.61,6479.2
DM2 + Hipertensi + CKD,Triple,11,36052.49,6792.25
DM2 + Hipertensi + CKD,Triple,12,34468.39,7250.88
DM2 + Hipertensi + CKD,Triple,13,32909.16,6517.88
DM2 + Hipertensi + CKD,Triple,14,31554.92,7236.4
DM2 + Hipertensi + CKD,Triple,15,30586.5,6891.18
DM2 + Hipertensi + CKD,Triple,16,28794.5,7753.13
DM2 + Hipertensi + CKD,Triple,17,27500.0,7322.33
DM2 + Hipertensi + CKD,Triple,18,27464.74,7316.36
DM2 + Hipertensi + CKD,Triple,19,25801.96,5740.17
DM2 + Hipertensi + CKD,Triple,20,25077.7,5867.5
DM2 + Hipertensi + CKD,Triple,21,24119.62,5314.56
DM2 + Hipertensi + CKD,Triple,22,23824.89,5333.07
DM2 + Hipertensi + CKD,Triple,23,23743.08,5325.16
DM2 + Hipertensi + CKD,Triple,24,22843.45,4855.82
DM2 + Hipertensi + CKD,Triple,25,22330.13,4496.56
DM2 + Hipertensi + CKD,Triple,26,22130.9,4622.72
DM2 + Hipertensi + CKD,Triple,27,21417.23,4468.32
DM2 + Hipertensi + CKD,Triple,28,20939.39,3871.19
DM2 + Hipertensi + CKD,Triple,29,20587.75,3640.36
DM2 + Hipertensi + CKD,Triple,30,20480.93,3505.93
DM2 + Hipertensi + CKD,Triple,31,20045.22,3620.96
DM2 + Hipertensi + CKD,Triple,32,19821.12,3643.22
DM2 + Hipertensi + CKD,Triple,33,18969.2,4208.4
DM2 + Hipertensi + CKD,Triple,34,18820.64,4085.57
DM2 + Hipertensi + CKD,Triple,35,18667.14,4105.53
DM2 + Hipertensi + CKD,Triple,36,18052.42,3839.73
DM2 + Hipertensi + CKD,Triple,37,18052.42,3839.73
DM2 + Hipertensi + CKD,Triple,38,18037.74,3819.61
DM2 + Hipertensi + CKD,Triple,39,17803.01,3928.85
DM2 + Hipertensi + CKD,Triple,40,17803.01,3928.85
DM2 + Hipertensi + CKD,Triple,41,17644.61,3859.73
DM2 + Hipertensi + CKD,Triple,42,17644.61,3859.73
DM2 + Hipertensi + CKD,Triple,43,17599.07,3797.52
DM2 + Hipertensi + CKD,Triple,44,17282.21,4042.44
DM2 + Hipertensi + CKD,Triple,45,17182.97,3953.15
DM2 + Hipertensi + CKD,Triple,46,17109.75,3936.12
DM2 + Hipertensi + CKD,Triple,47,17049.07,3836.08
DM2 + Hipertensi + CKD,Triple,48,16831.77,3788.85
DM2 + Hipertensi + CKD,Triple,49,16719.99,3683.5
DM2 + Hipertensi + CKD,Triple,50,16548.87,3545.69
DM2 + Hipertensi + CKD,Triple,51,16306.3,3622.76
DM2 + Hipertensi + CKD,Triple,52,15980.08,3542.8
DM2 + Hipertensi + CKD,Triple,53,15861.17,3511.94
DM2 + Hipertensi + CKD,Triple,54,15775.49,3559.55
DM2 + Hipertensi + CKD,Triple,55,15697.3,3589.16
DM2 + Hipertensi + CKD,Triple,56,15697.3,3589.16
DM2 + Hipertensi + CKD,Triple,57,15601.57,3707.23
DM2 + Hipertensi + CKD,Triple,58,15587.52,3692.6
DM2 + Hipertensi + CKD,Triple,59,15587.52,3692.6
DM2 + Hipertensi + CKD,Triple,60,15587.52,3692.6
DM2 + Hipertensi + CKD,Triple,61,15587.52,3692.6
DM2 + Hipertensi + CKD,Triple,62,15493.98,3573.09
DM2 + Hipertensi + CKD,Triple,63,15328.78,3445.34
DM2 + Hipertensi + CKD,Triple,64,15191.13,3352.96
DM2 + Hipertensi + CKD,Triple,65,15055.67,3477.93
DM2 + Hipertensi + CKD,Triple,66,14968.54,3436.74
DM2 + Hipertensi + CKD,Triple,67,14821.92,3552.11
DM2 + Hipertensi + CKD,Triple,68,14638.43,3589.87
DM2 + Hipertensi + CKD,Triple,69,14627.2,3603.14
DM2 + Hipertensi + CKD,Triple,70,14378.25,3172.22
DM2 + Hipertensi + CKD,Triple,71,14374.27,3176.11
DM2 + Hipertensi + CKD,Triple,72,14302.64,3144.34
DM2 + Hipertensi + CKD,Triple,73,14189.68,3261.3
DM2 + Hipertensi + CKD,Triple,74,14189.68,3261.3
DM2 + Hipertensi + CKD,Triple,75,13660.12,2527.69
DM2 + Hipertensi + CKD,Triple,76,13658.14,2525.41
DM2 + Hipertensi + CKD,Triple,77,13563.74,2381.93
DM2 + Hipertensi + CKD,Triple,78,13475.83,2501.68
DM2 + Hipertensi + CKD,Triple,79,13406.04,2539.6
DM2 + Hipertensi + CKD,Triple,80,13406.04,2539.6
DM2 + Hipertensi + CKD,Triple,81,13406.04,2539.6
DM2 + Hipertensi + CKD,Triple,82,13406.04,2539.6
DM2 + Hipertensi + CKD,Triple,83,13352.73,2495.41
DM2 + Hipertensi + CKD,Triple,84,13352.73,2495.41
DM2 + Hipertensi + CKD,Triple,85,13350.97,2492.93
DM2 + Hipertensi + CKD,Triple,86,13350.69,2492.54
DM2 + Hipertensi + CKD,Triple,87,13347.69,2488.35
DM2 + Hipertensi + CKD,Triple,88,13347.69,2488.35
DM2 + Hipertensi + CKD,Triple,89,13347.69,2488.35
DM2 + Hipertensi + CKD,Triple,90,13292.76,2422.0
DM2 + CVD + Hiperkolesterolemia,Triple,1,66645.49,5556.73
DM2 + CVD + Hiperkolesterolemia,Triple,2,58170.28,7146.71
DM2 + CVD + Hiperkolesterolemia,Triple,3,48225.36,6719.62
DM2 + CVD + Hiperkolesterolemia,Triple,4,43636.22,5865.74
DM2 + CVD + Hiperkolesterolemia,Triple,5,39167.62,4343.68
DM2 + CVD + Hiperkolesterolemia,Triple,6,36790.71,3783.05
DM2 + CVD + Hiperkolesterolemia,Triple,7,33976.81,2786.53
DM2 + CVD + Hiperkolesterolemia,Triple,8,31383.23,2774.49
DM2 + CVD + Hiperkolesterolemia,Triple,9,28559.48,3496.93
DM2 + CVD + Hiperkolesterolemia,Triple,10,27815.42,2653.61
DM2 + CVD + Hiperkolesterolemia,Triple,11,27346.01,2969.73
DM2 + CVD + Hiperkolesterolemia,Triple,12,26502.65,2767.51
DM2 + CVD + Hiperkolesterolemia,Triple,13,24882.19,3837.5
DM2 + CVD + Hiperkolesterolemia,Triple,14,23674.99,3958.5
DM2 + CVD + Hiperkolesterolemia,Triple,15,22166.67,4917.72
DM2 + CVD + Hiperkolesterolemia,Triple,16,21482.02,4537.48
DM2 + CVD + Hiperkolesterolemia,Triple,17,20861.12,4058.09
DM2 + CVD + Hiperkolesterolemia,Triple,18,20522.9,3902.2
DM2 + CVD + Hiperkolesterolemia,Triple,19,20123.19,3776.92
DM2 + CVD + Hiperkolesterolemia,Triple,20,19974.69,3824.92
DM2 + CVD + Hiperkolesterolemia,Triple,21,19715.85,3818.53
DM2 + CVD + Hiperkolesterolemia,Triple,22,19604.5,3853.69
DM2 + CVD + Hiperkolesterolemia,Triple,23,19481.87,3786.79
DM2 + CVD + Hiperkolesterolemia,Triple,24,19225.37,3926.49
DM2 + CVD + Hiperkolesterolemia,Triple,25,18411.72,3964.2
DM2 + CVD + Hiperkolesterolemia,Triple,26,17874.52,4006.63
DM2 + CVD + Hiperkolesterolemia,Triple,27,17091.26,3947.0
DM2 + CVD + Hiperkolesterolemia,Triple,28,16899.05,3662.63
DM2 + CVD + Hiperkolesterolemia,Triple,29,16529.7,3983.42
DM2 + CVD + Hiperkolesterolemia,Triple,30,16243.17,3817.74
DM2 + CVD + Hiperkolesterolemia,Triple,31,16085.77,3849.19
DM2 + CVD + Hiperkolesterolemia,Triple,32,16085.77,3849.19
DM2 + CVD + Hiperkolesterolemia,Triple,33,15921.57,3936.32
DM2 + CVD + Hiperkolesterolemia,Triple,34,15679.64,3744.61
DM2 + CVD + Hiperkolesterolemia,Triple,35,15650.31,3691.67
DM2 + CVD + Hiperkolesterolemia,Triple,36,15617.84,3653.85
DM2 + CVD + Hiperkolesterolemia,Triple,37,15300.84,3547.91
DM2 + CVD + Hiperkolesterolemia,Triple,38,14980.76,3171.7
DM2 + CVD + Hiperkolesterolemia,Triple,39,14775.17,3124.75
DM2 + CVD + Hiperkolesterolemia,Triple,40,14579.01,3418.51
DM2 + CVD + Hiperkolesterolemia,Triple,41,14327.81,3403.72
DM2 + CVD + Hiperkolesterolemia,Triple,42,14274.65,3464.15
DM2 + CVD + Hiperkolesterolemia,Triple,43,14159.29,3449.2
DM2 + CVD + Hiperkolesterolemia,Triple,44,14134.32,3484.18
DM2 + CVD + Hiperkolesterolemia,Triple,45,14087.81,3548.12
DM2 + CVD + Hiperkolesterolemia,Triple,46,14079.21,3547.39
DM2 + CVD + Hiperkolesterolemia,Triple,47,14056.35,3528.25
DM2 + CVD + Hiperkolesterolemia,Triple,48,14054.56,3528.11
DM2 + CVD + Hiperkolesterolemia,Triple,49,13946.73,3701.47
DM2 + CVD + Hiperkolesterolemia,Triple,50,13929.86,3700.09
DM2 + CVD + Hiperkolesterolemia,Triple,51,13711.29,4026.33
DM2 + CVD + Hiperkolesterolemia,Triple,52,13711.29,4026.33
DM2 + CVD + Hiperkolesterolemia,Triple,53,13574.63,3952.94
DM2 + CVD + Hiperkolesterolemia,Triple,54,13450.45,3877.98
DM2 + CVD + Hiperkolesterolemia,Triple,55,13449.14,3875.72
DM2 + CVD + Hiperkolesterolemia,Triple,56,13442.13,3874.49
DM2 + CVD + Hiperkolesterolemia,Triple,57,13439.63,3874.09
DM2 + CVD + Hiperkolesterolemia,Triple,58,13251.9,3782.9
DM2 + CVD + Hiperkolesterolemia,Triple,59,13251.9,3782.9
DM2 + CVD + Hiperkolesterolemia,Triple,60,13205.0,3781.78
DM2 + CVD + Hiperkolesterolemia,Triple,61,13125.53,3939.54
DM2 + CVD + Hiperkolesterolemia,Triple,62,12952.54,3929.91
DM2 + CVD + Hiperkolesterolemia,Triple,63,12952.54,3929.91
DM2 + CVD + Hiperkolesterolemia,Triple,64,12952.54,3929.91
DM2 + CVD + Hiperkolesterolemia,Triple,65,12952.54,3929.91
DM2 + CVD + Hiperkolesterolemia,Triple,66,12908.32,3929.92
DM2 + CVD + Hiperkolesterolemia,Triple,67,12888.57,3933.15
DM2 + CVD + Hiperkolesterolemia,Triple,68,12888.57,3933.15
DM2 + CVD + Hiperkolesterolemia,Triple,69,12822.09,3950.52
DM2 + CVD + Hiperkolesterolemia,Triple,70,12822.09,3950.52
DM2 + CVD + Hiperkolesterolemia,Triple,71,12822.09,3950.52
DM2 + CVD + Hiperkolesterolemia,Triple,72,12686.06,3950.05
DM2 + CVD + Hiperkolesterolemia,Triple,73,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,74,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,75,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,76,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,77,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,78,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,79,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,80,12582.75,3819.26
DM2 + CVD + Hiperkolesterolemia,Triple,81,12432.22,3869.51
DM2 + CVD + Hiperkolesterolemia,Triple,82,12432.22,3869.51
DM2 + CVD + Hiperkolesterolemia,Triple,83,12428.73,3867.84
DM2 + CVD + Hiperkolesterolemia,Triple,84,12428.73,3867.84
DM2 + CVD + Hiperkolesterolemia,Triple,85,12369.82,3843.71
DM2 + CVD + Hiperkolesterolemia,Triple,86,12369.82,3843.71
DM2 + CVD + Hiperkolesterolemia,Triple,87,12369.82,3843.71
DM2 + CVD + Hiperkolesterolemia,Triple,88,12369.82,3843.71
DM2 + CVD + Hiperkolesterolemia,Triple,89,12336.63,3855.68
DM2 + CVD + Hiperkolesterolemia,Triple,90,12336.63,3855.68
DM2 + CVD + CKD,Triple,1,77569.26,7067.9
DM2 + CVD + CKD,Triple,2,67204.99,5569.11
DM2 + CVD + CKD,Triple,3,53602.77,5699.64
DM2 + CVD + CKD,Triple,4,49302.59,6302.14
DM2 + CVD + CKD,Triple,5,44640.26,4142.78
DM2 + CVD + CKD,Triple,6,39875.45,5650.89
DM2 + CVD + CKD,Triple,7,36393.47,5016.08
DM2 + CVD + CKD,Triple,8,35298.41,4546.8
DM2 + CVD + CKD,Triple,9,33185.69,4388.69
DM2 + CVD + CKD,Triple,10,31334.9,3066.95
DM2 + CVD + CKD,Triple,11,29505.83,3023.65
DM2 + CVD + CKD,Triple,12,28709.74,3586.19
DM2 + CVD + CKD,Triple,13,27614.69,3893.0
DM2 + CVD + CKD,Triple,14,26176.64,2984.06
DM2 + CVD + CKD,Triple,15,25048.74,2249.12
DM2 + CVD + CKD,Triple,16,23895.5,3585.48
DM2 + CVD + CKD,Triple,17,23084.54,3202.03
DM2 + CVD + CKD,Triple,18,21643.9,3259.84
DM2 + CVD + CKD,Triple,19,21565.81,3284.72
DM2 + CVD + CKD,Triple,20,21051.14,2945.95
DM2 + CVD + CKD,Triple,21,20966.2,2828.11
DM2 + CVD + CKD,Triple,22,20286.55,3137.85
DM2 + CVD + CKD,Triple,23,20282.36,3132.44
DM2 + CVD + CKD,Triple,24,19637.11,3736.01
DM2 + CVD + CKD,Triple,25,19294.18,3601.45
DM2 + CVD + CKD,Triple,26,19264.46,3598.83
DM2 + CVD + CKD,Triple,27,18882.31,3286.51
DM2 + CVD + CKD,Triple,28,18859.56,3249.47
DM2 + CVD + CKD,Triple,29,18810.84,3180.07
DM2 + CVD + CKD,Triple,30,18555.47,3331.32
DM2 + CVD + CKD,Triple,31,18340.46,3465.89
DM2 + CVD + CKD,Triple,32,18061.95,3168.74
DM2 + CVD + CKD,Triple,33,18061.95,3168.74
DM2 + CVD + CKD,Triple,34,18060.3,3167.22
DM2 + CVD + CKD,Triple,35,18042.04,3168.71
DM2 + CVD + CKD,Triple,36,17902.48,3097.45
DM2 + CVD + CKD,Triple,37,17733.34,3120.75
DM2 + CVD + CKD,Triple,38,17473.32,2913.88
DM2 + CVD + CKD,Triple,39,17263.37,3037.88
DM2 + CVD + CKD,Triple,40,17142.36,3056.2
DM2 + CVD + CKD,Triple,41,17068.19,3102.04
DM2 + CVD + CKD,Triple,42,17068.19,3102.04
DM2 + CVD + CKD,Triple,43,17068.19,3102.04
DM2 + CVD + CKD,Triple,44,16896.47,3194.95
DM2 + CVD + CKD,Triple,45,16893.75,3193.67
DM2 + CVD + CKD,Triple,46,16723.01,3295.07
DM2 + CVD + CKD,Triple,47,16656.18,3289.65
DM2 + CVD + CKD,Triple,48,16507.46,3336.48
DM2 + CVD + CKD,Triple,49,16409.06,3463.81
DM2 + CVD + CKD,Triple,50,16248.23,3468.43
DM2 + CVD + CKD,Triple,51,16248.23,3468.43
DM2 + CVD + CKD,Triple,52,16231.33,3468.28
DM2 + CVD + CKD,Triple,53,16003.73,3310.5
DM2 + CVD + CKD,Triple,54,15953.71,3380.22
DM2 + CVD + CKD,Triple,55,15931.02,3378.45
DM2 + CVD + CKD,Triple,56,15863.45,3379.43
DM2 + CVD + CKD,Triple,57,15676.57,3473.55
DM2 + CVD + CKD,Triple,58,15656.08,3464.71
DM2 + CVD + CKD,Triple,59,15656.08,3464.71
DM2 + CVD + CKD,Triple,60,15480.57,3435.27
DM2 + CVD + CKD,Triple,61,15475.98,3434.48
DM2 + CVD + CKD,Triple,62,15364.81,3424.72
DM2 + CVD + CKD,Triple,63,15328.97,3424.88
DM2 + CVD + CKD,Triple,64,14900.35,3572.2
DM2 + CVD + CKD,Triple,65,14900.35,3572.2
DM2 + CVD + CKD,Triple,66,14900.35,3572.2
DM2 + CVD + CKD,Triple,67,14819.94,3554.52
DM2 + CVD + CKD,Triple,68,14819.94,3554.52
DM2 + CVD + CKD,Triple,69,14772.99,3551.74
DM2 + CVD + CKD,Triple,70,14772.99,3551.74
DM2 + CVD + CKD,Triple,71,14772.99,3551.74
DM2 + CVD + CKD,Triple,72,14632.31,3542.57
DM2 + CVD + CKD,Triple,73,14586.6,3545.57
DM2 + CVD + CKD,Triple,74,14541.92,3594.81
DM2 + CVD + CKD,Triple,75,14484.84,3589.2
DM2 + CVD + CKD,Triple,76,14484.84,3589.2
DM2 + CVD + CKD,Triple,77,14484.84,3589.2
DM2 + CVD + CKD,Triple,78,14484.84,3589.2
DM2 + CVD + CKD,Triple,79,14333.55,3620.85
DM2 + CVD + CKD,Triple,80,14333.55,3620.85
DM2 + CVD + CKD,Triple,81,14333.55,3620.85
DM2 + CVD + CKD,Triple,82,14250.17,3664.91
DM2 + CVD + CKD,Triple,83,14242.09,3674.36
DM2 + CVD + CKD,Triple,84,14242.09,3674.36
DM2 + CVD + CKD,Triple,85,14240.22,3674.24
DM2 + CVD + CKD,Triple,86,14239.5,3674.19
DM2 + CVD + CKD,Triple,87,14238.05,3674.96
DM2 + CVD + CKD,Triple,88,14230.68,3683.68
DM2 + CVD + CKD,Triple,89,14228.8,3683.55
DM2 + CVD + CKD,Triple,90,14228.8,3683.55
DM2 + Hiperkolesterolemia + CKD,Triple,1,80361.14,7285.4
DM2 + Hiperkolesterolemia + CKD,Triple,2,63469.65,7185.55
DM2 + Hiperkolesterolemia + CKD,Triple,3,58957.49,6191.48
DM2 + Hiperkolesterolemia + CKD,Triple,4,54196.21,5802.38
DM2 + Hiperkolesterolemia + CKD,Triple,5,49859.44,4509.04
DM2 + Hiperkolesterolemia + CKD,Triple,6,46063.15,4163.94
DM2 + Hiperkolesterolemia + CKD,Triple,7,43125.28,3512.31
DM2 + Hiperkolesterolemia + CKD,Triple,8,41152.63,2316.55
DM2 + Hiperkolesterolemia + CKD,Triple,9,38831.18,2852.94
DM2 + Hiperkolesterolemia + CKD,Triple,10,36621.12,2880.42
DM2 + Hiperkolesterolemia + CKD,Triple,11,35283.11,3009.8
DM2 + Hiperkolesterolemia + CKD,Triple,12,33696.63,4104.78
DM2 + Hiperkolesterolemia + CKD,Triple,13,32432.42,3613.09
DM2 + Hiperkolesterolemia + CKD,Triple,14,31837.34,3325.14
DM2 + Hiperkolesterolemia + CKD,Triple,15,30373.87,4099.11
DM2 + Hiperkolesterolemia + CKD,Triple,16,29332.76,3507.22
DM2 + Hiperkolesterolemia + CKD,Triple,17,29284.17,3577.38
DM2 + Hiperkolesterolemia + CKD,Triple,18,29227.25,3575.74
DM2 + Hiperkolesterolemia + CKD,Triple,19,28848.68,3647.4
DM2 + Hiperkolesterolemia + CKD,Triple,20,28748.09,3537.71
DM2 + Hiperkolesterolemia + CKD,Triple,21,28642.02,3696.38
DM2 + Hiperkolesterolemia + CKD,Triple,22,28378.81,3589.07
DM2 + Hiperkolesterolemia + CKD,Triple,23,27530.06,4460.92
DM2 + Hiperkolesterolemia + CKD,Triple,24,26837.26,3948.83
DM2 + Hiperkolesterolemia + CKD,Triple,25,26489.13,4342.78
DM2 + Hiperkolesterolemia + CKD,Triple,26,26453.8,4326.34
DM2 + Hiperkolesterolemia + CKD,Triple,27,26328.04,4335.73
DM2 + Hiperkolesterolemia + CKD,Triple,28,25681.87,4248.71
DM2 + Hiperkolesterolemia + CKD,Triple,29,25681.87,4248.71
DM2 + Hiperkolesterolemia + CKD,Triple,30,25530.51,4281.51
DM2 + Hiperkolesterolemia + CKD,Triple,31,25144.79,4229.3
DM2 + Hiperkolesterolemia + CKD,Triple,32,24896.99,4159.88
DM2 + Hiperkolesterolemia + CKD,Triple,33,24629.32,4059.44
DM2 + Hiperkolesterolemia + CKD,Triple,34,24276.15,3715.51
DM2 + Hiperkolesterolemia + CKD,Triple,35,24181.35,3880.74
DM2 + Hiperkolesterolemia + CKD,Triple,36,24181.35,3880.74
DM2 + Hiperkolesterolemia + CKD,Triple,37,24085.98,3897.99
DM2 + Hiperkolesterolemia + CKD,Triple,38,23933.1,3921.91
DM2 + Hiperkolesterolemia + CKD,Triple,39,23700.34,3933.77
DM2 + Hiperkolesterolemia + CKD,Triple,40,23558.96,4067.22
DM2 + Hiperkolesterolemia + CKD,Triple,41,23415.75,4123.93
DM2 + Hiperkolesterolemia + CKD,Triple,42,23272.06,4001.0
DM2 + Hiperkolesterolemia + CKD,Triple,43,23168.91,4032.62
DM2 + Hiperkolesterolemia + CKD,Triple,44,22920.98,4264.25
DM2 + Hiperkolesterolemia + CKD,Triple,45,22600.68,4052.08
DM2 + Hiperkolesterolemia + CKD,Triple,46,22564.46,4124.49
DM2 + Hiperkolesterolemia + CKD,Triple,47,22502.52,4138.88
DM2 + Hiperkolesterolemia + CKD,Triple,48,22391.67,4367.52
DM2 + Hiperkolesterolemia + CKD,Triple,49,22351.29,4372.08
DM2 + Hiperkolesterolemia + CKD,Triple,50,22351.29,4372.08
DM2 + Hiperkolesterolemia + CKD,Triple,51,22190.91,4500.9
DM2 + Hiperkolesterolemia + CKD,Triple,52,22190.91,4500.9
DM2 + Hiperkolesterolemia + CKD,Triple,53,22132.4,4500.05
DM2 + Hiperkolesterolemia + CKD,Triple,54,22084.95,4440.73
DM2 + Hiperkolesterolemia + CKD,Triple,55,22055.41,4438.24
DM2 + Hiperkolesterolemia + CKD,Triple,56,21880.94,4423.2
DM2 + Hiperkolesterolemia + CKD,Triple,57,21728.46,4471.75
DM2 + Hiperkolesterolemia + CKD,Triple,58,21725.75,4476.98
DM2 + Hiperkolesterolemia + CKD,Triple,59,21716.59,4465.31
DM2 + Hiperkolesterolemia + CKD,Triple,60,21680.31,4435.18
DM2 + Hiperkolesterolemia + CKD,Triple,61,21680.31,4435.18
DM2 + Hiperkolesterolemia + CKD,Triple,62,21671.45,4423.89
DM2 + Hiperkolesterolemia + CKD,Triple,63,21668.49,4425.56
DM2 + Hiperkolesterolemia + CKD,Triple,64,21634.46,4445.87
DM2 + Hiperkolesterolemia + CKD,Triple,65,21634.46,4445.87
DM2 + Hiperkolesterolemia + CKD,Triple,66,21630.02,4447.83
DM2 + Hiperkolesterolemia + CKD,Triple,67,21519.37,4529.06
DM2 + Hiperkolesterolemia + CKD,Triple,68,21407.11,4618.21
DM2 + Hiperkolesterolemia + CKD,Triple,69,21300.79,4654.2
DM2 + Hiperkolesterolemia + CKD,Triple,70,21191.43,4618.7
DM2 + Hiperkolesterolemia + CKD,Triple,71,21191.43,4618.7
DM2 + Hiperkolesterolemia + CKD,Triple,72,21191.43,4618.7
DM2 + Hiperkolesterolemia + CKD,Triple,73,21081.68,4578.87
DM2 + Hiperkolesterolemia + CKD,Triple,74,21081.68,4578.87
DM2 + Hiperkolesterolemia + CKD,Triple,75,21081.68,4578.87
DM2 + Hiperkolesterolemia + CKD,Triple,76,21071.87,4565.67
DM2 + Hiperkolesterolemia + CKD,Triple,77,21071.87,4565.67
DM2 + Hiperkolesterolemia + CKD,Triple,78,21044.25,4606.82
DM2 + Hiperkolesterolemia + CKD,Triple,79,21044.25,4606.82
DM2 + Hiperkolesterolemia + CKD,Triple,80,21044.25,4606.82
DM2 + Hiperkolesterolemia + CKD,Triple,81,20896.79,4525.16
DM2 + Hiperkolesterolemia + CKD,Triple,82,20896.79,4525.16
DM2 + Hiperkolesterolemia + CKD,Triple,83,20840.46,4449.43
